name	id	url	picture	biography	organization	position
Christian Mihr	2026		http://13.re-publica.de/files/pictures/picture-2026.jpg	Christian Mihr is a journalist, international media policy expert and human rights professional. He has been the Executive Director of Reporters without Borders Germany (RWB) since 2012. He's especially dealing with questions of cyber-censorship and online-safety. He has been publishing & lecturing at several universities on international media regulation policies, access to information and journalism, media-systems in Eastern Europe and Latin America and the challenges of creating a European Public Sphere. Prior to joining RWB he worked for several years for n-ost Network for Reporting on Eastern Europe. At n-ost he was the senior editor of euro|topics and Head of Media Policy Projects. Furthermore he worked for several years as an editor and freelancer for various print- and online-media in Germany and Ecuador, as a journalism trainer for a German foundation in Russia and as the head of press and public relations department at one think tank for international development policy. He studied journalism with a specialization in Latin American Studies at the Catholic University of Eichstaett-Ingolstadt and the University of Santiago de Chile.	Reporters without Borders Germany	Executive Director
Andreas Bogk	2483					
Geraldine de Bastion	1099		http://13.re-publica.de/files/pictures/picture-1099.jpg	Geraldine de Bastion is a freelance international consultant with a multicultural background based in Berlin, Germany. She is an expert on information and communication technology and new media for development and advises governmental organisations, NGOs and businesses on digital media and communication strategies. She also works with activists and bloggers around the world. Geraldine began her career working for the Gesellschaft für Internationale Zusammenarbeit (GIZ) and the German Federal Ministry for Economic Cooperation and Development (BMZ). She helped organise the German delegation for the World Summit of Information Society (WSIS) in 2005 and worked for the Philippine National Development Agency (NEDA) on behalf of GIZ. During the past years Geraldine worked with newthinking communications GmbH, an agency for Open Source strategies. In 2012, she curated re:publica, Germany's largest conference on Internet and Society. This year, Geraldine is organizing the Global Innovation Lounge in cooperation with GIZ and AfriLabs at re:publica. Geraldine has a passion for music, arts and new technologies and brings these interests into her work. In her free time, she is also a member of the non-profit organisations Digitale Gesellschaft e.V and ICE Bauhaus.		
newthinking 	2369					
Mathias Schindler	695		http://13.re-publica.de/files/pictures/picture-695.jpg	Projektmanager bei Wikimedia Deutschland e.V., Wikipedianer und in meiner Freizeit auch Autor bei netzpolitik.org.	Wikimedia Deutschland e.V.	Projektmanager
Lothar Müller	1727		http://13.re-publica.de/files/pictures/picture-1727.jpg	geb. 1954 in Dortmund, Redakteur im Feuilleton der Süddeutschen Zeitung mit Sitz in Berlin und Honorarprofessor an der Humboldt Universität zu Berlin. Zuletzt erschien "Weiße Magie. Die Epoche des Papiers" (2012) im Carl Hanser Verlag, München	Süddeutsche Zeitung	Redakteur Feuilleton
Nick Jennings	947		http://13.re-publica.de/files/pictures/picture-947.jpg	A San Francisco native living in Europe, Nick Jennings is freelance web developer and entrepreneur. Out of high-school in 1998, he co-founded a systems integration company which used open-source technologies to implement solutions for non-profit organizations. Over the course of his career he's been involved in a number of startups all with a basis in open-source software, including scalable server management, high performance networked storage, and (sometimes semantic) web development. In addition to his tech. experience, he's worked as an English teacher, translation manager, DJ and moonlights as a musician in various bands. Most recently he has founded a new open-source project whose goal is to implement a polyglot approach to the federated social web, providing a piece of the puzzle for unhosted web apps, increasing our freedom from web 2.0's platform monopolies.	Sockethub	Open-Source Developer
Kevin Heidenreich	1378		http://13.re-publica.de/files/pictures/picture-1378.jpg	Kevin Heidenreich ist Volkswirt und setzt sich seit Jahren in verschiedenen Positionen für die Verbesserung von Lehre und Studium an Hochschulen ein. Seit 2009 ist er beim Deutschen Industrie- und Handelskammertag (DIHK) für Hochschulpolitik zuständig und beschäftigt sich dort unter anderem mit einer stärkeren Verzahnung von beruflicher Bildung und Hochschulbildung sowie dem neuen Lehren und Lernen im crazy Interweb.	Deutscher Industrie- und Handelskammertag e. V. (DIHK)	Leiter des Referats Hochschulpolitik
Dirk Primbs	2000		http://13.re-publica.de/files/pictures/picture-2000.jpg	Dirk Primbs ist Vollblut Nerd, Technology Maven, eLearning Enthusiast und mit seinem Team von Evangelisten in der glücklichen Situation diesen Leidenschaften bei Microsoft täglich nachzugehen.	Microsoft	Manager Breadth Evangelism
Andreas Unteidig	596		http://13.re-publica.de/files/pictures/picture-596.jpg	Andreas is a PhD-Candidate and Designer. He studied Design at Köln International School of Design in Cologne and at Parsons The New School for Design in New York City with a focus on Design Research & Theory and Communication Design. In the past years he worked as a freelance Designer, Workshop Conductor and Lecturer for diverse conferences, companies and institutions. Andreas is a member of the research group Community Infrastructuring and co-leads the project Neighborhood Labs together with Jennifer Schubert and Florian Sametinger in the development of tools and infrastructures to foster communicative processes in urban neighborhoods. In his doctoral research he examines the means and possibilities for the participatory construction of Possible Futures as a basis for contemporary socio-political action.	Design Research Lab [UdK Berlin]	PhD Candidate
Florian Sametinger	597		http://13.re-publica.de/files/pictures/picture-597.jpg	Florian Sametinger is Interaction Designer, Design Researcher, Educator and since 2010 PhD-Candidate at the Design Research Lab / University of the Arts Berlin. In his research around "Sustainable Awareness Tools" he focuses on the intersection between Interaction Design, Design for Social Sustainability and Participatory Design. He is part of the research group "Community Infrastructuring" and is involved with the North-American design education organization Design Inquiry.	Design Research Lab / Universität der Künste Berlin	PhD Candidate / Interaction Designer
Jennifer Schubert	603		http://13.re-publica.de/files/pictures/picture-603.jpg	Jennifer Schubert studied at the Köln International School of Design and Parsons New School for Design New York with the focus on Communication Design and Qualitative Design Research. During her studies, she worked as a communication designer and research assistant in the area of service and sustainability design. In her final thesis, she researched about the meeting-up behavior of youth and how it is influenced by digital communication tools. Since February she works as a scientific researcher and PhD candidate in the research cluster ‘community infrastructuring’. She is focussing on the interdisciplinary perspective on community development and which role design research has in those initiatives. With Florian Sametinger and Andreas Unteidig she works on the design research project ‘Neighborhood Labs’, that concentrates on the communicational lack on the Fischerinsel, a district in central Berlin.	Design Research Lab, Universität der Künste Berlin	Scientific Researcher and PhD candidate
Christopher Buschow	687		http://13.re-publica.de/files/pictures/picture-687.jpg	Research assistant and Ph.D. candidate at the Department of Journalism and Communication Research (IJK), Hanover University of Music, Drama and Media (Germany). Research focus: communication science, organizational studies, lobbying/public affairs	Department of Journalism and Communication Research (IJK)	Research assistant
Christoph Deeg	637		http://13.re-publica.de/files/pictures/picture-637.jpg	Mein Name ist Christoph Deeg . Ich bin Blogger, Berater und Speaker für die Bereiche Social-Media-Management, Kulturmanagement und Gamification. Dabei berate und begleite ich Unternehmen und Institutionen auf dem Weg in die digitale Welt. Darüberhinaus beschäftige ich mich mit der asiatischen Gaming-Kultur. Dabei geht es mir vor allem um die Frage, wie sich Gaming-Kultur und Gesellschaft gegenseitig beeinflussen und was man davon lernen kann. Schließlich bin ich Gründer und stellvertretender Vorsitzender des Vereins Zukunftswerkstatt Kultur- und Wissensvermittlung e.V.	Christoph Deeg	Geschäftsfüher
Stefan Heidenreich	667		http://13.re-publica.de/files/pictures/picture-667.jpg	*1965 lebe in Berlin Studium Kommunikationswissenschaft, Philosophie, Germanistik & ein wenig Physik, Wirtschaftswissenschaften in Bochum und Berlin Autor (Was verspricht die Kunst?1998/2009, Flipflop 2004, Mehr Geld 2008), Journalist (FAZ, taz, Freitag), Kunstkritiker (Kunstforum, Frieze, Mousse). forsche derzeit am CDC Leuphana Universität Lüneburg	Leuphana Lüneburg	Wissenschaftlicher Mitarbeiter
Thomas Wiegold	75		http://13.re-publica.de/files/pictures/picture-75.jpg	Journalist & Blogger: Verteidigungs- und Sicherheitspolitik. Auf Deutsch.	augengeradeaus.net	Editor/Korrespondent
Sascha Stoltenow	152		http://13.re-publica.de/files/pictures/picture-152.jpg	Kommunikationsberater bei SCRIPT Communications in Frankfurt, 12 Jahre Offizier der Bundeswehr (Fallschirmjäger, Operative Information), Studium der Geschichts- und Sozialwissenschaften, mehrere Einsätze im ehemaligen Jugoslawien, Aufbau des ersten Einsatzkameratrupps der Bundeswehr. Seit 2007 veröffentlicht er unter bendler-blog.de seine Anmerkungen zur sicherheitspolitischen Kommunikation.		
Katalin Gallyas	1641		http://13.re-publica.de/files/pictures/picture-1641.jpg	Policy Advisor Open Innovation- City of Amsterdam. Managing 3 EU Open Innovation projects in Amsterdam to show the added value for Open Data, Open Source App Development and working with commons and smart toolkits in cities. Responsible for EU and local policy lobby. Engaged with setting up Civic Innovators' network and an innovation hub between cities, innovation labs, hackers and start ups.	City of Amsterdam, Economic Development	Open Innovation Policy Advisor
Ellery Roberts Biddle	960		http://13.re-publica.de/files/pictures/picture-960.jpg	Ellery Roberts Biddle is a tech and society enthusiast living in San Francisco. An expert on the politics and policies of Internet use in Cuba, she works as the editor of Global Voices Advocacy, the digital rights reporting and advocacy project of the Global Voices citizen media network.	Global Voices Advocacy	Editor
Hisham Almiraat	966		http://13.re-publica.de/files/pictures/picture-966.jpg	I am Global Voices Advocacy director and long-time member of the Global Voices community. I am passionate about citizen media and freedom of speech. I'm also a medical doctor and blogger. Prior to working with Global Voices, I co-founded Talk Morocco and Mamfakinch, two award-winning citizen media platforms.	Global Voices Advocacy	Director
Mey Lean Kronemann	605		http://13.re-publica.de/files/pictures/picture-605.jpg	Mey Lean Kronemann is an artist from Berlin, whose special interests include swarm robotics and Open Art. Her projects have been exhibited at several international electronic-art festivals including lab.30, Piksel, LiWoLi, and were awarded by Digital Sparks (Honorary Mention for schuechterne lichter, 2008), Japan Media Arts Festival (Jury Selection Work for lumiBots, 2011), Art of Engineering (Prize award for lumiBots, 2012), and VIDA (Production Incentive for Tower of Babel, together with David Sanz Kirbis, 2013). She holds workshops and talks about topics such as Urban Hacking and emergent behaviour at universities, media art festivals, and hacker events, and has published and presented her work at international conferences (DIS 2010, Aarhus, ICRA 2011, Shanghai, technarte 2012, Bilbao). Mey has studied Interaction Design at K3 in Malmö, Sweden, and Product Design and Interface Design at Potsdam University of Applied Sciences, Germany, where she was a research fellow in 2010.	*m	artist
Frederic Valin	371		http://13.re-publica.de/files/pictures/picture-371.jpg	geb. 1982; Studium der deutschen Literatur und der Romanistik in Berlin; freie journalistische Tätgkeit für diverse On- und Offline-Veröffentlichungen (v.a. spreeblick, taz); die Kurzgeschichtensammlung Randgruppenmitglied erschien 2010 im Verbrecherverlag.		
Jan-Uwe Fitz	583		http://13.re-publica.de/files/pictures/picture-583.jpg			
Anne Roth	1390		http://13.re-publica.de/files/pictures/picture-1390.jpg	Anne Roth lebt in Berlin, ist Medien- und Netzaktivistin, Bloggerin, auch Diplom-Politologin. 2001 startete sie mit vielen anderen Deutschlands erste interaktive und unabhängige Nachrichten-Website Indymedia. Als Kollateralschaden einer Terror-Fahndung begann sie 2007 über das Leben mit Überwachung zu bloggen. Weitere Themen ihres Blogs annalist: Innenpolitik, Medien, Netzpolitik, Hacktivism und Feministisches. Anne Roth ist Program Editor and Researcher beim Tactical Technology Collective, konkret im Programm Privacy and Expression.	Tactical Technology Collective	Bloggerin, Netz- und Medienaktivistin
Stephanie Hankey	1929		http://13.re-publica.de/files/pictures/picture-1929.jpg	Stephanie Hankey has been working to help activists use digital technologies creatively since 1998. As the Executive Director of Tactical Tech - an organisation she co-founded in 2003 with Marek Tuszynski - she has worked to advance 'information activism', to defend online freedom of expression and to promote the artful use of information for campaigning.	Tactical Tech	Executive Director
Johnpaul Barretto	1918		http://13.re-publica.de/files/pictures/picture-1918.jpg	Johnpaul A. Barretto is a co-founder and currently employed as Community Manager of the KINU Innovation Space, established by KINU Group Limited. KINU is a social enterprise, established by six young Tanzanians, with the mission of concentrating, growing and accelerating the Tanzanian technology and social landscape through capacity building and fostering a culture of innovation and co-creation. Central to the achievement of these goals the the KINU Innovation Space was established to provide an open collaborative creative space to enable the community to participate in the co-creation process and make a joint effort to generate new solutions to social challenges. The KINU Innovation Space was established with funding from The Indigo Trust and Google Inc. Johnpaul's position as Community Manager of the KINU Innovation Space tasks him with two main objectives; developing, engaging and maintaining the local developer community and enhancing cross sectoral relations. Johnpaul's work with the developer community includes trainings that he leads and facilitates aimed at capacity building. Organizationally Johnpaul is tasked with ensuring that the KINU Innovation Space adheres to best practice regarding dispensation of funds and well as achieving milestones set forth at the beginning of the project. He works with various private and public institutions including the World Bank, Google Inc, Ministry of Science, Communication and Technology, and institutions of higher learning such as the University of Dar es Salaam. Prior to moving back to Tanzania in January of 2012 Johnpaul lived in Fresno, California where he pursued a Bachelors of Arts in Political Science and a Certificate in Geographic Information Systems at California State University Fresno. He was hired as a researcher for the Center for Economic Research and Education of Central California (CERECC) based at California State University Fresno. The research focused on to analyzing the labor market in the central San Joaquin Valley through the creation of an index of economic indicators, based on county wide data sets provided by government sources. During his time at university, he was actively involved in student organizing as a founding member of the California State University Fresno Amnesty International chapter and as a a volunteer with an environmental conservation group, RiverTree Volunteers, actively securing grant funding for both organizations. After the completion of his degree Johnpaul was employed as a canvasser by Californians for Voter Turnout, Education and Registration (CALVOTER) to work on campaigns for California Senate District 16 Senator Michael J. Rubio and United States Congressman Jim Costa. Towards the critical stage of the campaign Johnpaul was promoted to lead canvasser with Rubio For Senate, where he managed the canvassing teams in the district.	KINU Group Limited	Community Manager & Co-Founder
Jay Cousins	1923		http://13.re-publica.de/files/pictures/picture-1923.jpg	Maker/Hacker/Agent Provocateur/Devils Advocate	ice cairo	Catalyst
Adam Molyneux-Berry	1920					
Wael Fakharany	1886		http://13.re-publica.de/files/pictures/picture-1886.jpg	Wael Fakharany occupies the position of the regional director of Google Egypt & North Africa with an experience that extends for more than 23 years in the technology field, as he is considered one of the leading figures that push both technology and digital media industries in the region forward; with both sectors influencing the lives of millions of Arab Internet users. Wael Fakharany presides over the creation, and execution of the business strategies and operations management in Google throughout Egypt and the Middle East. His occupational duties include aiding in the creation of a suitable Internet ecosystem, as well as collaborating with the biggest organizations and entities in order to further develop the Internet ecosystem in the region; this is in addition to his work on developing advertisement content and spread in the region. In addition to the above, Wael also has the ability to discuss a myriad of topics and issues in depth in relation to the initiatives of the private sector in start up markets, the development of start-ups, and developing the capabilities of young entrepreneurs in the Arab region via the use of advanced technology and through encouraging innovation.	Google Middle East	Regional Manager
Jan Philipp Albrecht	1856		http://13.re-publica.de/files/pictures/picture-1856.jpg	Jan Philipp Albrecht is spokesperson for Justice and Home Affairs of the Greens/EFA in the European Parliament. He is a member of the Committee on Civil Liberties, Justice and Home Affairs (LIBE) and a substitute member of the Jan Philipp Albrecht is spokesperson for Justice and Home Affairs of the Greens/EFA in the European Parliament. He is a member of the Committee on Civil Liberties, Justice and Home Affairs (LIBE), a substitute member of the Committee on Legal Affairs (JURI) and Coordinator of the Green Group in the European Parliament in the Special Committee on Organised Crime, Corruption and Money Laundering (CRIM). Since March 2012, Jan Philipp Albrecht is the rapporteur of the European Parliament for the data protection regulation. From 2003 until his election in the European Parliament in 2009, he studied Law in Bremen, Berlin and Brussels and was a student of Legal Informatics at the universities of Hannover and Oslo. Jan Philipp Albrecht has committed himself to the Greens in different fields and functions since 1999.	Greens/EFA in the European Parliament	Member of the European Parliament
Paul Nemitz	2114		http://13.re-publica.de/files/pictures/picture-2114.jpg	Paul F. Nemitz is the Director responsible for Fundamental rights and Union citizenship in the Directorate-General Justice of the European Commission. Before joining DG Justice, he held posts in the Legal Service of the Commission, the Cabinet of Commissioner Nielson, and in the Directorates General for Trade, Transport and Maritime Affairs. He has a broad experience as agent of the Commission in litigation before the European Courts and he has published extensively on EU law. Nemitz was admitted to the Bar in Hamburg and for a short time was a teaching assistant at Hamburg University. He obtained a Master of Comparative Law from George Washington University Law School in Washington, D.C., where he was a Fulbright grantee. He also passed the first and second cycle of the Strasburg Faculty for comparative law, with the support of a grant by the German Academic Exchange Service (DAAD).	European Commission	Director, Fundamental rights and Union citizenship
Ninja Marnau	2286		http://13.re-publica.de/files/pictures/picture-2286.jpg	I work for the Independent Centre For Privacy Protection Schleswig-Holstein (ULD) and specialise in ICT law and privacy-enhancing technologies. My research focus is on cloud computing, big data and web tracking.	ULD	lawyer, researcher, privacy advocate
Max Schrems	1096		http://13.re-publica.de/files/pictures/picture-1096.jpg		europe-v-facebook.org	Vorsitzender
Linnea Riensberg	2010		http://13.re-publica.de/files/pictures/picture-2010.jpg	Linnea is Digitale Gesellschaft e.V.’s first official employee. Prior to that she has worked for an Italian MEP in European Parliament – fighting against ACTA and for a reform of the copyright directive. She has studied Journalism, Communication Studies and Political Philosophy in Hamburg, Bayreuth and Aarhus (Denmark) and has worked as a Project Manager and Moderator for Participation and Media Projects.	Digitale Gesellschaft e.V.	
Susanne Dehmel	2553		http://13.re-publica.de/files/pictures/picture-2553.jpg	Susanne Dehmel leitet den Bereich Datenschutz beim Bundesverband Informa-tionswirtschaft, Telekommunikation und neue Medien e.V. (BITKOM). Wichtiger Teil ihrer Arbeit ist die Förderung der praxisgerechten Weiterentwicklung des Datenschutzes in der Informationsgesellschaft.	BITKOM e.V.	Bereichsleiterin Datenschutz
newthinking 	2369					
Ksenia Ermoshina	766		http://13.re-publica.de/files/pictures/picture-766.jpg	Born in Saint-Petersburg, Russia, in 1988, I've started my academic career at the faculty of philosophy at the Saint-Petersburg State University, working on the concepts of "chaos" and " miracles" (from 2005 to 2010). In 2008-2010 I was studying political sociology at the French University College (CUF) where I won a scholarship to make my Master research in Paris, at the University Paris 5. I got my Master degree in 2011 and spent one year in my native city, taking part in the anti-Putin movement and making a fieldwork about the usage of mobile applications by russian activists. In summer 2012 I've got a scholarship for PhD studies and entered the Center of Sociology of Innovations (MinesParisTech), famous for its actor-network approach. At the CSI I am studying the process of social and technical innovation experimented and deployed within several arenes of mobilization in Russia, France and Canada and I am especially focusing on the practices of usage of mobile applications as tools of citizen counterpower, citizen expertise and control over the public services.	Centre de Sociologie de l’Innovation (Mines ParisTech)	research, sociology
Romy Mlinzk	375		http://13.re-publica.de/files/pictures/picture-375.jpg	Romy Mlinzk ist ein unruhiger Social-Media-Geist, die zwischen verschiedenen Interessen und Themengebieten - ob privat oder beruflich - wandelt und das Netzwerken liebt. Beruflich als Social Media Spezialistin bei einem Versicherungskonzern verwurzelt, schlägt das Herz privat für Musik und Kultur.	@WeareHH	Admin & Initiator
Carolin Hinz	1478		http://13.re-publica.de/files/pictures/picture-1478.jpg	Ich bin Carolin, 31 Jahre alt, derzeit sesshaft in Bremen. Wenn ich nicht gerade im Tourismusmarketing der Welt erzähle, wie toll Bremen ist, kümmere ich mich um freie Projekte. Ich betreue z.B. den Rotation Curation Account @Iam_Bremen, schreibe ein Reiseblog unter dem schönen Titel www.esel-unterwegs.de und steuere gelegentlich Artikel für www.bremen-fuer-lau.de bei. Ach ja, als freie Kommunikationsberaterin kann man mich auch buchen. Politisch bin ich bei den Pirat*innen aktiv, was tatsächlich viel Zeit von meinen diversen Projekten abzieht. Ich bin in meinem Leben schon ganz schön rum gekommen, das passt alles gar nicht in 1000 Zeichen. Schaut euch einfach meine Webprofile an oder sprecht mich direkt an. Ich freue mich darauf, euch kennenzulernen ;-)	@Iam_Bremen	Initiatorin und Admin
Alexander M. Turek	1768		http://13.re-publica.de/files/pictures/picture-1768.jpg	Webentwickler – Datenbänker – Internetkind – Exil-Rheinländer – Politisch ungefärbt, aber interessiert	Alexander M. Turek	Freier Software-Entwickler
Angelika Beranek	182		http://13.re-publica.de/files/pictures/picture-182.jpg	Medienpädagogin im Infocafe Neu Isenburg. Freie Referentin (Zielgruppe: Lehrer, Eltern, Pädagogen, Firmen) mit den Themenschwerpunkten Social Networks, jugendliche Mediennutzung und Computerspiele.	Stadt Neu Isenburg - Infocafe	
Andrea Scheer	591		http://13.re-publica.de/files/pictures/picture-591.jpg	Andrea Scheer hat einen Master of Education der Universität Potsdam in den Bereichen Linguistik, Politik und Pädagogik. Zusätzlich studierte Andrea Design Thinking an der School of Design Thinking in Potsdam. Als Mitarbeiterin des Design Thinking Research Programm, erforschte Sie den Nutzen und Einsatz von Design Thinking im erziehungswissenschaftlichen Kontext an Schulen. Ihre Arbeit zum Thema Design Thinking und kompetenzorientiertes Lernen und Lehrer wurde im Sommer 2012 veröffentlicht. An der d.school Stanford, Kalifornien war sie Teil des Teacher Workshops des K-12 Labs, welcher speziell Lehrern Design Thinking vermittelte. Andrea startete eine learning journey zu Orten innovativer Lehre im Jahre 2011. Sie besuchte und arbeitete an unterschiedlichste Schulen, Universitäten und andere Bildungseinrichtungen in der ganzen Welt (Neuseeland, Australien, Frankreich, USA, Indien, Indonesien). Aktuell arbeitet Andrea als Lehrerin an der Evangelischen Schule Berlin Zentrum (ESBZ). In Kooperation mit der ESBZ gründet sie gemeinsam mit ihrem Kollegen und Designer Elias Barrasch CreativeConfidence - eine Initiative, welche Design Thinking Projekte an Schulen weltweit durchführt.	Creative Confidence	CEO und pädagogische Leitung
Guido Brombach	340		http://13.re-publica.de/files/pictures/picture-340.jpg	Guido hat Erziehungswissenschaften studiert und beschäftigt sich bis heute damit, wie Menschen lernen. Seit 2000 arbeitet er in der politischen Erwachsenenbildung des DGB Bildungswerk im Bereich Computer und Medien. Das hat zwangsläufig zu einer Verknüpfung von Lernen und Medien geführt. Guido sieht darin die Chance, Lernen in die zunehmend digital durchdrungene Wissensgesellschaft zu transformieren.	DGB Bildungswerk	Kompetenzzentrumsleiter Digitale Kommunikation, Lernen und Medien
Beate Kremser	387		http://13.re-publica.de/files/pictures/picture-387.jpg	Ich bin seit 2003 als Medienpädagogin im Infocafe der Stadt Neu-Isenburg tätig. Das Infocafe ist eine medienpädagogische Jugendeinrichtung in die Kinder kommen um Computer zu spielen das vielfältige Konsolenangebot zu nutzen, im Internet zu surfen ect. Der verantwortungsvolle Umgang mit diesen Medien steht dabei im Vordergrund. Meine Arbeitsschwerpunkte sind neben der teiloffenen Jugendarbeit die Kooperation mit Schulen sowie Eltern- und Öffentlichkeitsarbeit. Aus der Alltagsarbeit mit den Jugendlichen ergibt sich ein komplexes Bild über die Mediennutzungsgewohnheiten der Kinder und Jugendlichen. Dieses Wissen ist Inhalt meiner freiberuflichen Referententätigkeit mit den Themenbereichen facebook und Co., exzessive Mediennutzung, Handy, mobile Learning, Peer Education, Onlinemobbing, Einsatz von Medien im Unterricht und vieles mehr.	Stadt Neu-Isenburg	Medienpädagogin
Elias Barrasch	1479		http://13.re-publica.de/files/pictures/picture-1479.jpg	Elias Barrasch ist Kommunikations- und Interaktionsdesigner. Er entwickelt in enger Zusammenarbeit mit Pädagogen auf Grundlage von Methoden aus der Innovationsforschung und digitalen Medien neue Lern- und Arbeitsformate wie z.B. "Designbasiertes Lernen". Im von Google initiierten Think Tank "Internet & Gesellschaft Co:llaboratory" koordinierte er die Arbeitsgruppe "Zukunft der Arbeit, Innovation und Entrepreneurship". Zuvor studierte Elias Wirtschaftskommunikation sowie Kommunikationsdesign und aufbauend Design Thinking. Weiterhin hat er seine Erfahrung in international agierenden Agenturen in strategischer Kommunikationsplanung, digitalen Mediengestaltung und Public Relations vertieft. Im Rahmen seiner Learning Journey untersuchte er Organisationen mit einer ausgeprägten Innovationskultur in Europa und den USA. Neben seiner Tätigkeit bei Creative Confidence hat er einen Lehrauftrag an der HPI School of Design Thinking.	Creative Confidence	Co-Founder, Design-based Learning, Teacher, Design Thinking, Future of Work & Education,
Joeri Poesen	1703		http://13.re-publica.de/files/pictures/picture-1703.jpg	Open source advocate and trainer. Moved to Senegal, West-Africa early 2010 to co-found open source web dev company Bantalabs. Co-founded Senegalese tech space Ndar Numérique in Oct 2012. Prior to moving to Africa: co-organized DrupalCon Paris 2009; directed Drupal development projects and training at AF83 Paris; co-founded Belgian Drupal agency Krimson in 2007; architected call center software and processes at IPGlobalnet and consulted on IT projects for Deloitte Belgium.	Bantalabs / Ndar Numérique	Technical Director
Daniel Bröckerhoff	125		http://13.re-publica.de/files/pictures/picture-125.jpg	Folgt		freier Journalist
Christian Heller	572		http://13.re-publica.de/files/pictures/picture-572.jpg	Christian Heller aka plomlompom arbeitet experimentell und publizistisch zu Fragen der Internet-Kultur. Er ist Autor der Bücher „Post-Privacy. Prima leben ohne Privatsphäre“ (2011) und (zusammen mit Nils Dagsson Moskopp) „Internet-Meme – kurz und geek“ (2013).		
Snibeti Snab	1088		http://13.re-publica.de/files/pictures/picture-1088.jpg			x--DD
Kirsten Gross	325		http://13.re-publica.de/files/pictures/picture-325.jpg			
Thomas Gegenhuber	409		http://13.re-publica.de/files/pictures/picture-409.jpg	Mag. Thomas Gegenhuber ist Lektor an der Johannes Kepler Universität Linz. In seiner Forschung beschäftigt er sich mit den Themen Crowdsourcing und (Open) Innovation. Thomas hat Beiträge in Büchern und in akademischen Fachzeitschriften veröffentlicht sowie bei internationalen Konferenzen seine Arbeit präsentiert. Er hat jahrelang in politischen Organisationen in führenden Funktionen gearbeitet. Während seinem Auslandsjahr in Toronto wurde er von Wikinomics-Autor Don Tapscott für die Mitarbeit in seinem Think-Tank engagiert. Derzeit beschäftigt sich Thomas mit der Frage, unter welchen Bedingungen Crowdsourcing eine Option für eine Organisation darstellt und welche Rolle dabei der soziale und institutionelle Kontext spielt.	Johannes Kepler Universität Linz	Lektor
Robert Bauer	1082		http://13.re-publica.de/files/pictures/picture-1082.jpg	Robert M. Bauer is professor of Organization and Innovation at Johannes Kepler University, Linz. His research focuses on the management of innovation processes and the enhancement of industrial creativity — including the potential and risk in integrating management with art and design. Dr. Bauer was a visiting professor for several years at the University of Toronto’s Rotman School of Management, a leading institution in the field of ‘Design Thinking’, where he lead curriculum development. His research has appeared in major journals in North America and the German-speaking realm. His preliminary study of potential cultural usages of the historic industrial area Tabakfabrik Linz that was commissioned by the City of Linz in 2009 forms the basis for the future development of this precinct. Dr. Bauer has been active as a speaker and advisor in Europe, North America and China, and is also a registered psychotherapist coaching senior executives. His writings explore the consequences of complexity and different epistemological modes for industrial creativity as well as for the philosophy of management and organization.	Johannes Kepler University	Associate Professor
Sebastian Wernicke	495		http://13.re-publica.de/files/pictures/picture-495.jpg	Sebastian Wernicke is the head of business development at Seven Bridges Genomics, having returned to his bioinformatics roots after several years in the corporate sphere where he motivated and managed multidimensional projects. He's also an instructor at Udacity and a TED Speaker.	Seven Bridges Genomics	Head of Business Development
Jörn Loviscach	420		http://13.re-publica.de/files/pictures/picture-420.jpg	Professor für Ingenieurmathematik und technische Informatik. Dozent bei Udacity. 20.000+ Abonnenten auf YouTube. Zuvor Professor für Computergrafik, Animation und Simulation. Davor stellvertretender Chefredakteur bei c't. Promotion in Physik. Forschung über Lernen und Lehren sowie Mensch-Maschine-Schnittstellen.	FH Bielefeld	Professor
Martin Spindler	541		http://13.re-publica.de/files/pictures/picture-541.jpg	Martin Spindler is a Strategy Consultant, Speaker and Writer on the Internet of Things and Smart Energy Systems. He’s Co-Founder and Managing Director of Internet of People Limited, a global consultancy network.	Martin Spindler	Strategy Consultant – Internet of Things
Louisa Heinrich	1094		http://13.re-publica.de/files/pictures/picture-1094.jpg	Louisa Heinrich is relentlessly curious. She loves getting inside clients’ heads to understand the challenges they face. She also loves listening to and telling stories, to understand how people and the world work. Building on roots in Theatre and Anthropology, Louisa has been working in digital for over 16 years. She has recently founded a new company, Superhuman Ltd., on an ongoing quest to put people first, and investigate how technology can adapt to and enhance what makes us uniquely human. She has helped scores of businesses across finance, telecommunications, consumer goods, retail, media and government with Strategy, Innovation, Service Design and User Experience. Most recently, Louisa was Group Director of Strategy at Fjord, where she was responsible for driving thought leadership, exploring future trends, redesigning the agency, and generally stirring things up. She now works as a speaker, consultant and mentor at the intersection of Design, Business and Technology.	Superhuman Limited	Founder
Stefan Wehrmeyer	547		http://13.re-publica.de/files/pictures/picture-547.jpg		Open Knowledge Foundation Deutschland	Project Lead / Data Wrangler
